Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class
Heath Wrinklewort,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Monaro Golden Daisy,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Button Wrinklewort,Endangered,Yes,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Feldmark Grass,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",Vulnerable,-,-,Yes,Yes,-,-,-,Yes,Animalia,Mammalia
Tasmanian Pearlwort,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Cape Melville Leaf-tail Gecko,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
Kate's Leaf-tail Gecko,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia
"New England Leaf-tailed Gecko, Moritz's Leaf-tailed Gecko",Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia
Granite Leaf-tailed Gecko,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Reptilia
Quassia,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Fern-leaf Baeckea,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
a shrub,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Ravine Orchid,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida
"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida
Tasmanian Devil,Endangered,-,-,-,-,-,Yes,-,-,Animalia,Mammalia
Large-flowered Scaevola,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Redfin Blue Eye, Redfin Blue-eye",Endangered,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii
Mingenew Everlasting,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Turnip Copperburr,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Tallebudgera spikemoss,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Lycopodopiatae
a land snail,Endangered,-,-,Yes,-,-,-,-,-,Animalia,Gastropoda
a daisy,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
"Stiff Groundsel, Behr's Groundsel",Endangered,-,Yes,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida
a daisy,Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
Grey Groundsel,Extinct,-,Yes,-,-,Yes,Yes,Yes,-,Plantae,Magnoliopsida
a daisy,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,Plantae,Magnoliopsida
Superb Groundsel,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,-,-,-,-,Yes,Yes,Yes,-,Plantae,Magnoliopsida
Fringed Fire-bush,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Blue Warehou,Conservation Dependent,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Actinopterygii
Quokka,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
Bednall's Land Snail,Endangered,-,-,Yes,-,-,-,-,-,Animalia,Gastropoda
Butler's Dunnart,Vulnerable,-,-,Yes,-,-,-,-,Yes,Animalia,Mammalia
Julia Creek Dunnart,Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Kangaroo Island Dunnart,Endangered,-,-,-,-,Yes,-,-,-,Animalia,Mammalia
Sandhill Dunnart,Endangered,-,-,Yes,-,Yes,-,-,Yes,Animalia,Mammalia
Bridal Flower,Extinct,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Granite Nightshade,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Menindee Nightshade,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida
Capella Potato Bush,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Australian Humpback Dolphin,Vulnerable,-,Yes,Yes,Yes,-,-,-,Yes,Animalia,Mammalia
Grampians Globe-pea,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Mountain Paper-heath,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Scalloped Hammerhead,Conservation Dependent,-,Yes,Yes,Yes,-,-,Yes,Yes,Animalia,Chondrichthyes
Sunset Frog,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Amphibia
Spiral Bush,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
a grass,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Tiny Spyridium,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Butterfly Spyridium,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
MacGillivray Spyridium,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Woods Well Spyridium,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Forked Spyridium,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Small-leaf Spyridium,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Creeping Dusty Miller,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Three-flowered Stachystemon,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Annual Stackhousia, Annual Candles",Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida
"Western Beautiful Firetail, Beautiful Firetail (Mt Lofty Range and Kangaroo Island)",Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves
Diamond Firetail,Vulnerable,Yes,Yes,-,Yes,Yes,-,Yes,-,Animalia,Aves
"Spreading Stenanthemum, Propellor Plant",Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,-,-,-,-,-,Yes,-,-,Animalia,Aves
Antarctic Tern (Indian Ocean),Vulnerable,-,-,-,-,-,-,-,-,Animalia,Aves
Little Tern,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Australian Fairy Tern,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,Yes,Animalia,Aves
Opal Cling Goby,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii
Kangaroo Island Southern Emu-wren,Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves
"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves
"Southern Emu-wren (Eyre Peninsula), Eyre Peninsula Southern Emu-wren",Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves
Mallee Emu-wren,Endangered,-,-,-,-,Yes,-,Yes,-,Animalia,Aves
Clubmoss Bush-pea,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
"Siah's Backbone, Sia's Backbone, Isaac Wood",Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
Black Currawong (King Island),Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Aves
"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Vulnerable,-,Yes,-,-,-,-,-,-,Animalia,Aves
Arnhem Phasmid Gecko,Vulnerable,-,-,Yes,-,-,-,-,-,Animalia,Reptilia
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Flat-leaved Triggerplant,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Asymmetric Triggerplant,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
a triggerplant,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
Yellow Mountain Triggerplant,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,-,Yes,-,Yes,Yes,-,Yes,-,Plantae,Magnoliopsida
"Red Darling-pea, Red Swainson-pea",Vulnerable,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Yellow Swainson-pea,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida
"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,Yes,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Bancrofts Symonanthus,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Quartz-loving Synaphea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Selena's Synaphea,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Club-leafed Synaphea,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Dwellingup Synaphea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Golden Sun Moth,Vulnerable,Yes,Yes,-,-,Yes,-,Yes,-,Animalia,Insecta
"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Kangaroo Island Echidna,Endangered,-,-,-,-,Yes,-,-,-,Animalia,Mammalia
"Minute Orchid, Ribbon-root Orchid",Vulnerable,-,-,-,-,-,-,-,-,Plantae,Liliopsida
"Coast Dandelion, Native Dandelion",Vulnerable,-,-,-,-,Yes,Yes,Yes,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
Fragrant Pepperbush,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Extinct,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
Eungella Day Frog,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
"Kroombit Tinker Frog, Pleione's Torrent Frog",Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
Tinkling Frog,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
Cave Fern,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
Large-articled Samphire,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Bead Glasswort, Bead Samphire",Vulnerable,-,-,-,-,Yes,-,Yes,Yes,Plantae,Magnoliopsida
Gibraltar Waratah,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Southern Tetraria,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Bungalbin Tetratheca,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Granite Tetratheca,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Cronin's Tetratheca,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Shy Pinkbells, Shy Susan",Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Jackson Tetratheca,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Black-eyed Susan,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Paynter's Tetratheca,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Buller's Albatross, Pacific Albatross",Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,Animalia,Aves
"Northern Buller's Albatross, Pacific Albatross",Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,Animalia,Aves
Indian Yellow-nosed  Albatross,Vulnerable,-,-,-,Yes,Yes,-,Yes,Yes,Animalia,Aves
Shy Albatross,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Grey-headed Albatross,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Chatham Albatross,Endangered,-,Yes,-,-,-,Yes,Yes,-,Animalia,Aves
"Campbell Albatross, Campbell Black-browed Albatross",Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Black-browed Albatross,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Salvin's Albatross,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
White-capped Albatross,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Alpine Stonefly,Endangered,-,-,-,-,-,-,Yes,-,Animalia,Insecta
Wyong Sun Orchid,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
"Blue Top Sun-orchid, Dark-tipped Sun-orchid",Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
Cinnamon Sun Orchid,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Metallic Sun-orchid,Endangered,-,Yes,-,-,Yes,-,Yes,-,Plantae,Liliopsida
Blue Star Sun-orchid,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
Sky-blue Sun-orchid,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Kangaloon Sun Orchid,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Brilliant Sun-orchid,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
Spiral Sun-orchid,Endangered,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida
Hoary Sun-orchid,Critically Endangered,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida
Sandplain Sun-orchid,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Star Sun-orchid,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Queen of Sheba,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Mitchell's Rainforest Snail,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Gastropoda
"Austral Toadflax, Toadflax",Vulnerable,Yes,Yes,-,Yes,-,Yes,Yes,-,Plantae,Magnoliopsida
"Eastern Hooded Plover, Eastern Hooded Plover",Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,Animalia,Aves
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Mt Holland Thomasia,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Sandplain Thomasia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Hill Thomasia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Green Hill Thomasia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Mountain Thryptomene,Vulnerable,-,-,Yes,-,-,-,-,Yes,Plantae,Magnoliopsida
"Thylacine, Tasmanian Tiger",Extinct,-,-,-,-,-,Yes,-,-,Animalia,Mammalia
Red Handfish,Critically Endangered,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii
Myrtle Elbow Orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",Endangered,-,-,-,-,Yes,-,-,-,Animalia,Reptilia
Northern Blue-tongued Skink,Critically Endangered,-,-,Yes,Yes,-,-,-,Yes,Animalia,Reptilia
-,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Psilotatae
Hanging Fork-fern,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Psilotatae
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
a tree,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
Mountain Trachymene,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Extinct,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Granite Pink,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Dwarf Yellow-heads,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Northern Brushtail Possum,Vulnerable,-,-,Yes,-,-,-,-,Yes,Animalia,Mammalia
"Common Greenshank, Greenshank",Endangered,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Banksia brownii plant louse,Endangered,-,-,-,-,-,-,-,Yes,Animalia,Insecta
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Nowra Heath-myrtle,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Antbed Parrot Moth,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Insecta
Swan Hydatella,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Glossy Spice Bush,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Thin Feather Orchid,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Christmas Island Thrush,Endangered,-,-,-,-,-,-,-,-,Animalia,Aves
"Grey-headed Blackbird, Norfolk Island Thrush",Extinct,-,-,-,-,-,-,-,-,Animalia,Aves
"Lord Howe Thrush, Vinous-tinted Thrush",Extinct,-,Yes,-,-,-,-,-,-,Animalia,Aves
Black-breasted Button-quail,Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Aves
Buff-breasted Button-quail,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Aves
Painted Button-quail (Houtman Abrolhos),Endangered,-,-,-,-,-,-,-,Yes,Animalia,Aves
-,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Condamine Earless Dragon,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
"Canberra Grassland Earless Dragon, Lined Earless Dragon",Critically Endangered,Yes,Yes,-,-,-,-,-,-,Animalia,Reptilia
Bathurst Grassland Earless Dragon,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia
Monaro Grassland Earless Dragon,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia
Victorian Grassland Earless Dragon,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Reptilia
a herb,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Liliopsida
a herb,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Liliopsida
-,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Liliopsida
-,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Liliopsida
a herb,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Liliopsida
Masked Owl (Tasmanian),Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Aves
Masked Owl (northern),Vulnerable,-,-,Yes,Yes,-,-,-,Yes,Animalia,Aves
"Tiwi Masked Owl, Tiwi Islands Masked Owl",Endangered,-,-,Yes,-,-,-,-,-,Animalia,Aves
Bastard Oak,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
"Howard River Toadlet, Davies's Toadlet",Vulnerable,-,-,Yes,-,-,-,-,-,Animalia,Amphibia
Mahony's Toadlet,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Amphibia
Martin's Toadlet,Endangered,-,Yes,-,-,-,-,Yes,-,Animalia,Amphibia
Peach Myrtle,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Border Thick-tailed Gecko, Granite Belt Thick-tailed Gecko",Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Reptilia
Cape York Vanda,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Bennett's Seaweed,Extinct,-,Yes,-,-,-,-,-,-,Plantae,Rhodophyceae
"Dwarf Butterfly Orchid, Cooktown Orchid",Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Cooktown Orchid,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Mertens' Water Monitor,Endangered,-,-,Yes,Yes,-,-,-,Yes,Animalia,Reptilia
Mitchell's Water Monitor,Critically Endangered,-,-,Yes,Yes,-,-,-,Yes,Animalia,Reptilia
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Ciliolate Hebe,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Mount Lofty Speedwell,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Port Lincoln Speedwell,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
White Featherflower,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Hay River Featherflower, Scruffy Verticordia",Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Stirling Range Featherflower,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Long-stalked Featherflower,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Southern Shy Featherflower,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Shy Featherflower,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Coast Featherflower,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Hughan's Featherflower,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Little Pine Verticordia, Pine-like Featherflower",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Tufted Plumed Featherflower,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Vasse Featherflower,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Scaly-leaved Featherflower,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Wongan Featherflower,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Granite Featherflower,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Dwarf Violet,Endangered,Yes,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Tonsil Orchid,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
"Carter's Freshwater Mussel, Ambiguus Mussel",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Bivalvia
Whipstick Westringia,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Snowy River Westringia,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Kurrajong,Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
Wollemi Pine,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Pinatae
"Georges' Snapping Turtle, Bellinger River Sawshell Turtle, Georges Helmeted Turtle",Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia
Naturaliste Nancy,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Long-flowered Nancy,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Sand Grasstree,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Shiny Grasstree,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Penda, Southern Penda, Luya's Hardwood",Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Terek Sandpiper,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
"Swamp Everlasting, Swamp Paper Daisy",Vulnerable,-,Yes,-,-,-,Yes,Yes,-,Plantae,Magnoliopsida
"Water Mouse, False Water Rat, Yirrkoo",Vulnerable,-,Yes,Yes,Yes,-,-,-,Yes,Animalia,Mammalia
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,Yes,Yes,-,-,-,Plantae,Magnoliopsida
a shrub,Endangered,-,-,Yes,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Stirling Range Xyris,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
"Maugean Skate, Port Davey Skate",Endangered,-,-,-,-,-,Yes,-,-,Animalia,Chondrichthyes
