Species,Common_name,Official_country,Probable_starting_year_adjusted,Probable_ending_year_adjusted,Cost_estimate_per_year_2017_USD_exchange_rate,Impacted_sector,Type_of_cost,Method_reliability
Cotoneaster multiflorus,many-flowered cotoneaster,Norway,2020,2060,352899.59,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Cotoneaster dielsianus,Diels's cotoneaster,Norway,2020,2060,10094708.85,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Cotoneaster dielsianus,Diels's cotoneaster,Norway,2020,2060,719218.94,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Cotoneaster divaricatus,spreading cotoneaster,Norway,2020,2060,46128866.61,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Cotoneaster divaricatus,spreading cotoneaster,Norway,2020,2060,719218.94,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Lonicera caerulea,blue honeysuckle,Norway,2020,2060,17673679.40,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Lonicera tatarica,Tartarian honeysuckle,Norway,2020,2060,3484883.50,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Melilotus officinalis,tall melilot,Norway,2020,2060,69224.66,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Melilotus officinalis,tall melilot,Norway,2020,2060,1594.43,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Melilotus albus,bokhara clover,Norway,2020,2060,443250.39,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Melilotus albus,bokhara clover,Norway,2020,2060,4783.28,Authorities-Stakeholders,Administration/Eradication/Monitoring,High
Paralithodes camtschaticus,red king crab,Norway,2004,2004,571609.21,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2007,2007,186852.85,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2007,2007,206109.97,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2007,2007,12634.93,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2007,2007,28487.04,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2007,2007,78108.47,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2007,2007,18126.64,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2007,2007,125692.40,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2007,2007,12766.52,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2007,2007,14099.27,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2008,2008,474438.43,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2005,2005,585239.04,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2008,2008,195959.51,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2008,2008,245277.04,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2008,2008,22875.30,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2008,2008,163924.21,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2008,2008,46788.07,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2008,2008,183387.54,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2008,2008,31477.21,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2008,2008,82976.17,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2008,2008,21565.49,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2009,2009,501635.24,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2005,2005,51662.39,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2009,2009,1368.34,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2009,2009,303514.31,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2009,2009,2910.01,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2009,2009,219250.39,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2009,2009,59485.16,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2009,2009,140080.95,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2009,2009,689.98,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2009,2009,40954.74,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2010,2010,488763.75,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2010,2010,620680.43,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2006,2006,604508.52,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2010,2010,277620.88,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2010,2010,184514.07,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2010,2010,85475.34,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2010,2010,553.86,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2010,2010,191715.67,Authorities-Stakeholders,Research,High
Diverse/Unspecified,Diverse/Unspecified,Norway,2010,2010,56242.31,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2011,2011,626460.34,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2011,2011,831055.36,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2011,2011,201821.31,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2011,2011,216834.99,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2006,2006,59692.99,Authorities-Stakeholders,Research,High
Diverse/Unspecified,Diverse/Unspecified,Norway,2011,2011,8861.15,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2012,2012,12844.25,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2012,2012,61864.53,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2012,2012,583850.43,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2012,2012,447011.48,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2012,2012,176237.05,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2012,2012,2958.42,Authorities-Stakeholders,Research,High
Diverse/Unspecified,Diverse/Unspecified,Norway,2012,2012,16014.79,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2013,2013,4286.79,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2013,2013,69724.55,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2006,2006,149733.63,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2013,2013,556777.60,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2013,2013,83129.37,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2013,2013,189806.77,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2014,2014,115714.92,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2014,2014,531024.04,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2014,2014,216133.79,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2014,2014,231068.08,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2015,2015,67643.26,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2015,2015,274984.90,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2015,2015,61651.20,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2006,2006,37405.93,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2015,2015,3038.06,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2015,2015,1322.82,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2016,2016,46939.83,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2016,2016,321843.04,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2016,2016,14152.02,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2017,2017,64765.51,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2006,2006,52392.58,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,2007,2007,564303.72,Authorities-Stakeholders,Research,High
Paralithodes camtschaticus,red king crab,Norway,1997,2015,949463.49,Fishery,Damage-Loss,Low
Paralithodes camtschaticus,red king crab,Norway,1997,2015,238299.59,Fishery,Damage repair,Low
Paralithodes camtschaticus,red king crab,Norway,2021,2021,427114.98,Environment/Fishery/Public and social welfare,Damage-Loss,Low
Paralithodes camtschaticus,red king crab,Norway,2021,2021,365095.00,Environment/Fishery/Public and social welfare,Damage-Loss,Low
Paralithodes camtschaticus,red king crab,Norway,2021,2021,172635318.06,Environment/Fishery/Public and social welfare,Damage-Loss,Low
Diverse/Unspecified,Diverse/Unspecified,New Zealand,2010,2010,552898.62,Unspecified,Research,High
Diverse/Unspecified,Diverse/Unspecified,New Zealand,2013,2013,712818.31,Unspecified,Research,High
Diverse/Unspecified,Diverse/Unspecified,New Zealand,2013,2013,258865.58,Unspecified,Research,High
Diverse/Unspecified,Diverse/Unspecified,New Zealand,2014,2014,257686.38,Unspecified,Research,High
Diverse/Unspecified,Diverse/Unspecified,New Zealand,2014,2014,609857.76,Unspecified,Research,High
Diverse/Unspecified,Diverse/Unspecified,New Zealand,2015,2015,216360.61,Unspecified,Research,High
Diverse/Unspecified,Rat,New Zealand,2016,2016,590090.61,Unspecified,Research,High
Diverse/Unspecified,Diverse/Unspecified,New Zealand,2016,2016,213285.76,Unspecified,Research,High
Diverse/Unspecified,Diverse/Unspecified,New Zealand,2017,2017,614604.86,Unspecified,Research,High
Diverse/Unspecified,Diverse/Unspecified,New Zealand,2017,2017,657236.41,Unspecified,Research,High
Solenopsis invicta,Red imported fire ant,Australia,2013,2017,582483.46,Authorities-Stakeholders,Control/Prevention,High
Wasmannia auropunctata,Little fire ant,United States of America,2014,2014,5148.07,Authorities-Stakeholders,Control/Detection,High
Wasmannia auropunctata,Little fire ant,United States of America,2015,2015,180982.49,Authorities-Stakeholders,Control,High
Pheidole megacephala,African big-headed ant,United States of America,2015,2015,42204.92,Authorities-Stakeholders,Eradication,High
Wasmannia auropunctata,Little fire ant,United States of America,2016,2016,4639.77,Authorities-Stakeholders,Prevention,High
Wasmannia auropunctata,Little fire ant,United States of America,2016,2016,92797.46,Authorities-Stakeholders,Control/Education,High
Wasmannia auropunctata,Little fire ant,United States of America,2018,2018,47518.33,Authorities-Stakeholders,Control,High
Anoplolepis gracilipes/Linepithema humile/Wasmannia auropunctata,"Yellow crazy ant, Argentine ant and little fire ant",United States of America,2018,2018,44224.77,Authorities-Stakeholders,Research,High
Anoplolepis gracilipes/Linepithema humile,Yellow crazy ant and Argentine ant,United States of America,2019,2019,53688.61,Authorities-Stakeholders,Research,High
Linepithema humile,Argentine ant,New Zealand,2018,2020,219078.80,Authorities-Stakeholders,Research,High
Linepithema humile,Argentine ant,New Zealand,2014,2016,86288.53,Authorities-Stakeholders,Research,High
Acromyrmex octospinosus,fourmi manioc,France,2020,2020,9337313.71,Agriculture,Damage-loss,High
Linepithema humile,Argentine ant,Australia,1980,2006,508678.69,Authorities-Stakeholders,Control,High
Spodoptera frugiperda,Fall armyworm,Benin,2017,2017,151100000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,Cameroon,2017,2017,233250000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,Democratic Republic of the Congo,2017,2017,130000000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,Ethiopia,2017,2017,510450000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,Ghana,2017,2017,278650000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,Malawi,2017,2017,393150000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,Mozambique,2017,2017,146250000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,Nigeria,2017,2017,1306150000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,Uganda,2017,2017,285600000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,United Republic of Tanzania,2017,2017,665000000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,Zambia,2017,2017,187800000.00,Agriculture,Damage-Loss,High
Spodoptera frugiperda,Fall armyworm,Zimbabwe,2017,2017,133800000.00,Agriculture,Damage-Loss,High
Rattus norvegicus,Norway Rat,United States of America,2007,2011,1035412.49,Authorities-Stakeholders,Eradication,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2007,2007,1494100.22,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2008,2008,2716922.37,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2009,2009,944296.19,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2010,2010,896667.21,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2011,2011,145993.16,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2007,2007,528060.37,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2008,2008,727894.98,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2009,2009,850073.65,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2010,2010,712363.79,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2011,2011,286809.26,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2007,2007,917375.46,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2008,2008,1323257.16,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2009,2009,1569685.33,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United States of America,2010,2010,2050116.73,Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
